COMISIÓN NACIONAL DEL AGUA
COORDINACIÓN GENERAL DEL SERVICIO METEOROLÓGICO NACIONAL
BASE DE DATOS CLIMATOLÓGICA
DATOS DISPONIBLES EN LA BASE DE DATOS A: MARZO DE 2024; CON LA INFORMACIÓN SUMINISTRADA POR LAS OFICINAS REGIONALES 

 ESTACIÓN  : 26024 
 NOMBRE    : PRESA ADOLFO RUIZ CORTINEZ -CORTINA- 
 ESTADO    : SONORA 
 MUNICIPIO : ÁLAMOS 
 SITUACIÓN : OPERANDO 
 CVE-OMM   :   
 LATITUD   : 27.24888889 ° 
 LONGITUD  : -109.0583333 ° 
 ALTITUD   : 144 msnm 

EMISIÓN   : 22/03/2024



FECHA		PRECIP	EVAP	TMAX	TMIN
		(mm)	(mm)	(°C )	(°C)
1955-07-22	0	NULO	36.3	NULO
1966-12-24	0	3.4	25.3	15
1966-12-25	0	3.9	26	14.2
1966-12-26	0	3.6	25	13.7
1966-12-27	0	3.9	24.3	13.5
1966-12-28	0	4.1	23.8	10
1966-12-29	0	5	24	6
1966-12-30	0	3.8	20	6
1966-12-31	22	2.4	19	8.5
1967-01-01	0	2.8	20.2	12
1967-01-02	0	3.9	22	11
1967-01-03	0	4	24	10
1967-01-04	0	3.7	25	9
1967-01-05	0	4.3	22	9.3
1967-01-06	0	3.4	22	10
1967-01-07	0	3.7	21.5	8
1967-01-08	0	3.5	21	8.2
1967-01-09	0	7.2	23	8
1967-01-10	0	7.7	21.6	9
1967-01-11	0	6.5	25	13
1967-01-12	0	4.7	26	14
1967-01-13	0	3.2	23	12
1967-01-14	0	4.8	27	10
1967-01-15	0	4.9	28.8	10
1967-01-16	0	5.4	29.2	10
1967-01-17	0	5.5	38.8	12
1967-01-18	0	4.7	27.2	10
1967-01-19	0	4.1	28.7	9.8
1967-01-20	0	4.6	28	11
1967-01-21	0	6.4	29	11
1967-01-22	0	5.9	30.2	11
1967-01-23	0	5.2	26.5	11
1967-01-24	0	4.2	26.8	11
1967-01-25	0	4.7	27.7	12
1967-01-26	0	4.9	28	12
1967-01-27	0	5.1	28.5	12.5
1967-01-28	0	5.4	29	11.3
1967-01-29	0	5.6	30	11
1967-01-30	0	5.8	29	12
1967-01-31	0	5.8	30	13.3
1967-02-01	0	5.8	29.5	12
1967-02-02	0	4.2	29.5	11
1967-02-03	0	4.1	28.5	12
1967-02-04	0	4	27.5	12
1967-02-05	0	5.1	28	13
1967-02-06	0	6.9	24.3	10
1967-02-07	0	6.4	25.3	9
1967-02-08	0	6.3	25	11.7
1967-02-09	0	6.8	37	10
1967-02-10	0	6.6	27.1	9.2
1967-02-11	0	6.7	30.5	10
1967-02-12	0	6.9	32	10
1967-02-13	0	4.8	32	11
1967-02-14	0	5	30	10.7
1967-02-15	0	4	24	14
1967-02-16	0	4.7	26	14
1967-02-17	0	3.4	23.5	14
1967-02-18	3.8	1.8	24	15
1967-02-19	0	5.2	25	12.5
1967-02-20	0	6.5	27	12.5
1967-02-21	0	5.7	27.2	12
1967-02-22	0	7.1	30.2	11
1967-02-23	0	6.8	29	12
1967-02-24	0	6.4	31.5	11
1967-02-25	0	8	32.2	11
1967-02-26	0	7.7	31.2	13
1967-02-27	0	5.2	29	15
1967-02-28	0	8.1	32	15
1967-03-01	0	11.3	31.2	14
1967-03-02	0	9.1	31	14
1967-03-03	0	9	30	13.2
1967-03-04	0	8.1	30.1	12
1967-03-05	0	8.6	29.7	11.2
1967-03-06	0	6.2	28	9.8
1967-03-07	0	5.1	27	9.4
1967-03-08	0	5.8	27.2	12.5
1967-03-09	0	6.5	31.5	14.5
1967-03-10	0	9	33.3	12.5
1967-03-11	0	9.1	36.5	15.7
1967-03-12	0	11.8	35.5	16
1967-03-13	0	9.8	30	15.4
1967-03-14	0	8.3	33.2	13
1967-03-15	0	8.9	37	15.5
1967-03-16	0	9.8	35	16
1967-03-17	0	8	34	15
1967-03-18	0	8.1	35	15.5
1967-03-19	0	7.9	34	16
1967-03-20	0	7.8	30.5	15
1967-03-21	0	8.9	30.8	16.5
1967-03-22	0	9	31	11
1967-03-23	0	10.1	31.2	13.2
1967-03-24	0	10.7	31	13.5
1967-03-25	0	9.4	31.8	14
1967-03-26	0	10.6	31.5	13
1967-03-27	0	10	33.5	14.5
1967-03-28	0	10.1	35	14
1967-03-29	0	9.6	32	16
1967-03-30	0	8.8	32	17.5
1967-03-31	0	7.3	30.5	14.5
1967-04-01	0	9.6	30	15
1967-04-02	0	8.4	34	15.5
1967-04-03	0	9.2	35	16
1967-04-04	0	10.5	35	17
1967-04-05	0	11.4	33.5	17.5
1967-04-06	0	10.2	36	18.5
1967-04-07	0	10.2	36	21
1967-04-08	0	11.3	34.5	19
1967-04-09	0	10.8	35	17
1967-04-10	0	10.5	33	16
1967-04-11	0	6	29	16
1967-04-12	0	7.9	23	16
1967-04-13	0	9.9	28.5	10.5
1967-04-14	0	9.9	32.5	11
1967-04-15	0	11.5	34	12.5
1967-04-16	0	10.3	34.5	13.5
1967-04-17	0	9.1	32	14
1967-04-18	0	10.9	34	16
1967-04-19	0	10.3	33	17.5
1967-04-20	0	11	31	15.5
1967-04-21	0	9.8	31	14.5
1967-04-22	0	10.7	32.5	13
1967-04-23	0	10.8	33.5	14
1967-04-24	0	9.3	32	14
1967-04-25	0	10.6	34.2	15.5
1967-04-26	0	10.5	35.5	15
1967-04-27	0	12.1	36.7	15
1967-04-28	0	12	36	16
1967-04-29	0	11.4	35	16.3
1967-04-30	0	11	34.3	15.2
1967-05-01	0	10.6	34.5	14
1967-05-02	0	11.8	37	13
1967-05-03	0	11.5	34	15
1967-05-04	0	11	37.5	15
1967-05-05	0	11.9	36	15.5
1967-05-06	0	12	38.5	16
1967-05-07	0	12.6	41.5	18
1967-05-08	0	14.7	43	19
1967-05-09	0	13.3	38	20
1967-05-10	0	13.5	39.5	19
1967-05-11	0	13.8	38	17.5
1967-05-12	0	14.1	37.3	18
1967-05-13	0	12.8	35	17
1967-05-14	0	13	36.5	17
1967-05-15	0	13.4	39	16
1967-05-16	0	12.3	38.5	18
1967-05-17	0	10.3	37	20
1967-05-18	0	11	36	21
1967-05-19	0	12.9	37.5	19
1967-05-20	0	14.3	38	20
1967-05-21	0	12.4	38.6	21.3
1967-05-22	0	10.5	38	24.8
1967-05-23	0	12.5	38	25
1967-05-24	0	7.2	35.5	24.5
1967-05-25	0	10.4	36	24
1967-05-26	0	12.6	38	17.5
1967-05-27	0	13.3	38.5	20
1967-05-28	0	11.1	37	17
1967-05-29	0	12.1	35	16
1967-05-30	0	12.4	32	18
1967-05-31	0	10.6	33	16
1967-06-01	0	11.3	38	17
1967-06-02	0	8.1	37	19
1967-06-03	0	9.1	38	20
1967-06-04	0	13.7	40	22.5
1967-06-05	0	12.9	38.9	24
1967-06-06	0	13.9	39.5	24.5
1967-06-07	0	13.7	39	23
1967-06-08	0	14.1	40	22.2
1967-06-09	0	13.3	38.8	22.5
1967-06-10	0	13.9	38	21.7
1967-06-11	0	14.4	36.5	19.8
1967-06-12	0	12.3	38.8	20
1967-06-13	0	12.4	37	19.5
1967-06-14	0	12.6	38	19.8
1967-06-15	0	12.6	38	20.2
1967-06-16	0	12.5	36.5	19.1
1967-06-17	0	11.7	38	19
1967-06-18	0	7.7	35	21.2
1967-06-19	0	10.5	37.5	24.5
1967-06-20	0	12.1	40	24
1967-06-21	0	12.3	39.5	24.5
1967-06-22	0	12.9	39	24.5
1967-06-23	0	10.9	38	26
1967-06-24	0	4.8	33	24
1967-06-25	0	6.7	33	25.5
1967-06-26	1	4.7	36.5	25
1967-06-27	0	7.7	34	24
1967-06-28	0	9	39.8	24.5
1967-06-29	5	6.6	37.2	25.5
1967-06-30	0.4	10.8	39	24.2
1967-07-01	0	8.1	37.5	25.5
1967-07-02	2	6.3	37	26.2
1967-07-03	0	10.7	37.8	24
1967-07-04	0	2.7	27	24.5
1967-07-05	5.8	6.9	37.5	25.5
1967-07-06	0	6.7	35.5	24
1967-07-07	5	7.5	35	25
1967-07-08	0	3.4	37	26
1967-07-09	66	11.4	40	25
1967-07-10	0	7.1	38	21
1967-07-11	7.2	9.1	39.3	24
1967-07-12	0	8.3	38	24
1967-07-13	0.2	6.9	37.8	24.5
1967-07-14	13.5	10.4	39.5	24.5
1967-07-15	3.5	7.3	36.5	24.3
1967-07-16	34.5	11.4	33.5	23
1967-07-17	0	8.6	34.5	23
1967-07-18	0	4.8	36.5	24.8
1967-07-19	0.2	5.7	36	25.5
1967-07-20	0	8.2	35	24
1967-07-21	0	2.1	37.6	24.2
1967-07-22	3.2	7.8	37.5	25
1967-07-23	0	12.5	38.2	23
1967-07-24	27.5	12.3	37	24
1967-07-25	0.2	7.1	35.5	20.5
1967-07-26	0	5.1	36	23
1967-07-27	0	9.2	37	24
1967-07-28	5.2	8.4	40	25
1967-07-29	0	6.4	39	21.2
1967-07-30	0	9.7	37.8	24
1967-07-31	0	8.2	38	25.2
1967-08-01	0	7.6	38.5	25.8
1967-08-02	5.8	2.7	38	24.2
1967-08-03	0	8.3	37.2	23.2
1967-08-04	1	8.7	37.8	24.6
1967-08-05	0	6.8	37.2	24
1967-08-06	48	9.4	37.1	24
1967-08-07	0	9	39.3	21.2
1967-08-08	0	7.4	38.5	24.3
1967-08-09	6.5	5.9	38	24.8
1967-08-10	0	8.7	36	23.8
1967-08-11	0	7.3	36.2	24
1967-08-12	1	9.5	39.8	25.3
1967-08-13	4.4	7.6	35.5	24.5
1967-08-14	48	10.3	36.8	22.2
1967-08-15	17.4	3.4	33.5	21.7
1967-08-16	5.8	3.1	30.5	23
1967-08-17	0	5.6	33	23.2
1967-08-18	0	4	33.2	24
1967-08-19	0	6.7	37	23.3
1967-08-20	0	6.8	35.7	24
1967-08-21	0.2	8.2	35	24.5
1967-08-22	0	7.4	35.2	23
1967-08-23	10.8	7.5	33.5	24.5
1967-08-24	7	5	34	23
1967-08-25	0	5.6	37.5	24.3
1967-08-26	0	8.2	39	24.2
1967-08-27	0	8.3	40.2	26.2
1967-08-28	0.7	8.7	38.8	26.3
1967-08-29	3.3	8	37.8	23.5
1967-08-30	0	6.4	33.8	23.2
1967-08-31	17.5	1.6	25	24
1967-09-01	8	4	29.5	20.5
1967-09-02	0	5.8	34	22
1967-09-03	0	6.8	34.5	23.2
1967-09-04	0	8.3	32	23.2
1967-09-05	38.2	11.2	34.2	23.2
1967-09-06	0	6.5	34	20.6
1967-09-07	0	6.1	34.6	23
1967-09-08	0	7.6	35.9	23.9
1967-09-09	14	6.3	36	24.3
1967-09-10	0	3.8	33.9	24.9
1967-09-11	0	7	36	25.1
1967-09-12	0	7	36	25
1967-09-13	38.4	9.6	36	25
1967-09-14	0	7	34.8	21
1967-09-15	0	7.1	34.5	23.1
1967-09-16	0	6.3	37	20.5
1967-09-17	0	6.8	36	22.5
1967-09-18	0	6.3	34.1	24
1967-09-19	0	6.5	36	25.1
1967-09-20	0	9	36	24.5
1967-09-21	0	7.7	40	24
1967-09-22	0	9.8	41	23.5
1967-09-23	0	8.9	40.8	24.7
1967-09-24	0	7.5	39.9	25
1967-09-25	0	8	37.5	25.5
1967-09-26	0	8.6	38	24.2
1967-09-27	1	6	36.1	24.6
1967-09-28	0	7.8	36.5	22.3
1967-09-29	0	8	37	23
1967-09-30	43	9.8	38.3	22
1967-10-01	0.2	4.9	33.8	22.7
1967-10-02	0	4.8	32	25.2
1967-10-03	0	5.7	33	24.5
1967-10-04	0	7.3	36	23
1967-10-05	0	7.7	37.5	23
1967-10-06	11.3	7.7	35.9	23.8
1967-10-07	0	6.8	35.5	21
1967-10-08	0	6.7	36.5	23
1967-10-09	0	7.8	36.2	18.5
1967-10-10	0	8.3	35.1	20
1967-10-11	2.6	7.3	33	20.1
1967-10-12	5.5	5.3	28.8	21.2
1967-10-13	4	2.1	28	20.5
1967-10-14	20.7	2.6	37	21
1967-10-15	0	5.7	33	20
1967-10-16	0	6.4	34	21
1967-10-17	0	8.4	35	20.5
1967-10-18	0	7.2	35.5	19.2
1967-10-19	0	6.5	36	17
1967-10-20	0	6.1	36	17.9
1967-10-21	0	6.4	37	19.8
1967-10-22	0	8.2	36	17.5
1967-10-23	0	7	35.5	20
1967-10-24	0	7.4	34.8	19.5
1967-10-25	0	7.2	37	20
1967-10-26	0	7.6	36	21
1967-10-27	0	6	33	22
1967-10-28	0	6.8	34	21
1967-10-29	0	4.4	32.8	19
1967-10-30	0	7.4	31	20.2
1967-10-31	0	7.7	33	18.5
1967-11-01	0	7.7	32	16
1967-11-02	0	6.1	32	15
1967-11-03	0	6.1	32	16.5
1967-11-04	0	6.3	32	17.2
1967-11-05	0	5.7	32	18
1967-11-06	0	5.4	31.5	18
1967-11-07	0	5.5	30.9	15.8
1967-11-08	0	6.1	32	15.7
1967-11-09	0	6	33.5	16
1967-11-10	0	7.2	34	16.5
1967-11-11	0	7	34.9	17
1967-11-12	0	6.9	37.5	17
1967-11-13	0	7.2	37	17.5
1967-11-14	0	7.8	37.5	17.5
1967-11-15	0	6.2	32.5	16.2
1967-11-16	0.4	3.2	28	19.7
1967-11-17	0	5.7	35	16
1967-11-18	0	6.4	33.2	16.5
1967-11-19	0	4.9	30.2	17
1967-11-20	0	4.3	29.8	18
1967-11-21	0	6.5	31	17.5
1967-11-22	1	3.8	24	20
1967-11-23	5.5	1.3	21	16.8
1967-11-24	0	3.3	26.5	17
1967-11-25	3.3	1.9	25	18
1967-11-26	2.5	2.8	22	10
1967-11-27	0	2.6	27	19
1967-11-28	0	3.8	26.7	16.5
1967-11-29	0	4.2	27	14.8
1967-11-30	0	4.7	28	14
1967-12-01	0	4	27	14.2
1967-12-02	0	4.4	29	13
1967-12-03	3	1.1	27	13.5
1967-12-04	0	3.1	27.5	13
1967-12-05	0	3.8	28	14
1967-12-06	0	4.6	28	14
1967-12-07	0	4.3	28	14
1967-12-08	0	5.2	26.5	13
1967-12-09	0	5.5	24.2	11
1967-12-10	0	5.2	23	11
1967-12-11	0	4.7	20.5	7
1967-12-12	0	5.9	25	8
1967-12-13	10.5	1.1	19	2.2
1967-12-14	12.4	2.5	22	14
1967-12-15	10.5	3.3	22	12
1967-12-16	2.5	1.9	19	11
1967-12-17	0	2.3	18.5	7
1967-12-18	0	2.7	21.5	8.3
1967-12-19	0	2.6	21.6	10.5
1967-12-20	0	3.8	22	12.5
1967-12-21	0	1.1	22	13
1967-12-22	0	3.8	23	10
1967-12-23	0	2.2	21.2	12
1967-12-24	0	3.8	27	15.2
1967-12-25	0	4.1	27	14
1967-12-26	0	3.9	27.2	13
1967-12-27	0	3.4	24	11
1967-12-28	0	3.3	24.2	11
1967-12-29	0	3.5	26.5	11.7
1967-12-30	0	1.8	26	10
1967-12-31	0	1.7	21	11.5
1968-01-01	0	1.5	21.5	10
1968-01-02	0.3	1.3	19.5	12
1968-01-03	0	1.7	21	15.7
1968-01-04	0	2.1	21	11.8
1968-01-05	0	2.5	23.5	11.6
1968-01-06	6.5	1	22.5	10
1968-01-07	0	2.9	22.8	13
1968-01-08	0	2.7	20	11
1968-01-09	0	2.7	22.3	9.5
1968-01-10	0	2.8	25	11
1968-01-11	0	3.1	26	11.5
1968-01-12	0	2.5	29	12.5
1968-01-13	0	3.8	30	13
1968-01-14	0	4.5	29	12.5
1968-01-15	0	4.6	27	12.5
1968-01-16	0	4	26	14
1968-01-17	0	5.6	24	13
1968-01-18	0	5.7	25	13
1968-01-19	0	4.5	25	13
1968-01-20	0	5.4	24	13
1968-01-21	0	5.4	25	11
1968-01-22	0	5.7	27	10
1968-01-23	0	5.3	28	11
1968-01-24	0	5.3	29	13
1968-01-25	0	5.6	29.5	12
1968-01-26	4	4.4	26	13
1968-01-27	3.2	5.2	18.5	12.5
1968-01-28	3	1.7	23.5	14.5
1968-01-29	0	1.6	21	16.5
1968-01-30	0	2.3	28	16
1968-01-31	0	3.2	29	NULO
1968-02-01	0	3.2	29.5	15.5
1968-02-02	0	5.2	30	15
1968-02-03	0	4.2	28	13
1968-02-04	0	4.8	29.5	12.5
1968-02-05	0	6.5	30.5	14
1968-02-06	0	5.9	30	14.5
1968-02-07	0	4.3	28	14.5
1968-02-08	0	5.9	27	15
1968-02-09	10	3.4	20.5	17.5
1968-02-10	0	2.7	20	16
1968-02-11	3	1.7	21.5	15
1968-02-12	0	2.2	23	15
1968-02-13	20	1	17	15
1968-02-14	2	2.2	23	14.5
1968-02-15	0	3.4	25.5	15.5
1968-02-16	0	3.1	22.5	15.5
1968-02-17	0	3.9	25.5	14
1968-02-18	0	4.6	28	13
1968-02-19	0	5.2	30	15
1968-02-20	0	9.9	30.5	14
1968-02-21	0	5.4	30.5	15.5
1968-02-22	0	5.4	28	15
1968-02-23	0	5.7	29	15
1968-02-24	0	5.9	31	15
1968-02-25	0	6.1	24.5	16
1968-02-26	0	6.1	30.5	17
1968-02-27	0	6.4	29	16
1968-02-28	0	5.4	28.5	15
1968-02-29	14	5.2	28.5	14.5
1968-03-01	11	4.2	20	12
1968-03-02	3.4	2.9	21.5	11
1968-03-03	0	3.9	27	12
1968-03-04	13.3	3	21.6	14
1968-03-05	0	3.6	23	15
1968-03-06	0	3.2	20.5	12.5
1968-03-07	0	2.9	25	14.5
1968-03-08	0.4	2.5	23.7	15
1968-03-09	0.2	4	24.5	12.8
1968-03-10	5.2	4.5	20.5	14
1968-03-11	0	4.6	22	10
1968-03-12	0	5.1	25.5	10.9
1968-03-13	0	5.6	28.6	12
1968-03-14	0	5.8	28	13
1968-03-15	0	8.3	31	15
1968-03-16	0	7.4	29	15
1968-03-17	0	6.4	30	16
1968-03-18	0	6.5	25	14.5
1968-03-19	0	5.4	22.5	12
1968-03-20	0	5.7	20	11.6
1968-03-21	0	6.7	28	9
1968-03-22	0	7	29	11.3
1968-03-23	0	7.5	33	11.5
1968-03-24	0	8	32.5	14.5
1968-03-25	0	10	34	14
1968-03-26	0	9.9	34	15.5
1968-03-27	0	7.7	30	14.8
1968-03-28	0	6.9	29	15
1968-03-29	0	7	33	14.5
1968-03-30	0	7	33	16.2
1968-03-31	0	8.5	34	16
1968-04-01	0	6.4	29.5	17.5
1968-04-02	0	8.4	30	15
1968-04-03	0	8.7	30.5	12
1968-04-04	0	8.6	29	12.5
1968-04-05	0	8.8	32.5	13
1968-04-06	0	6.9	33	10.5
1968-04-07	0	8	33.5	14
1968-04-08	0	7.4	32	15
1968-04-09	0	7.6	31.8	17
1968-04-10	0	7.5	31	16
1968-04-11	54	6.2	31	16.5
1968-04-12	0	4.9	26	15
1968-04-13	0	7.5	29	15
1968-04-14	0	7.5	34	16
1968-04-15	0	6.9	33	16
1968-04-16	0	7.3	31	18
1968-04-17	0	6.7	31	17.5
1968-04-18	0.5	2.2	24	18
1968-04-19	0	7.1	30.2	14.9
1968-04-20	0	5.8	27	16
1968-04-21	0	9.3	30	16
1968-04-22	0	9.4	32	14.5
1968-04-23	0	9.2	33	14.5
1968-04-24	0	10.1	35	15.5
1968-04-25	0	10.2	33.5	17
1968-04-26	0	NULO	34	13
1968-04-27	0	NULO	35.5	14.5
1968-04-28	0	NULO	36	16.5
1968-04-29	0	NULO	38.5	16.5
1968-04-30	0	11.3	37.8	17.5
1968-05-01	0	7.6	31	20.7
1968-05-02	0	5.3	32.5	21
1968-05-03	0	9.9	32	19.5
1968-05-04	0	9.2	33	16.1
1968-05-05	0	9.1	34	16.7
1968-05-06	0	11.2	33	16
1968-05-07	0	9.8	35	18
1968-05-08	0	10.3	34.5	19
1968-05-09	0	8.6	36	18.5
1968-05-10	0	8.7	33.7	19
1968-05-11	0	11.5	33.7	17.3
1968-05-12	0	10.1	33.5	17.3
1968-05-13	0	9.2	34	16
1968-05-14	0	10.5	35	17
1968-05-15	0	11.7	38	18
1968-05-16	0	12.3	37.5	15
1968-05-17	0	11.1	37.8	19
1968-05-18	0	10.5	38.5	19
1968-05-19	0	12.3	38	20
1968-05-20	0	11.3	37	19.5
1968-05-21	0	12	39.2	20
1968-05-22	0	11.8	38.4	19.5
1968-05-23	0	11.5	36.5	20
1968-05-24	0	11.7	35.5	17.5
1968-05-25	0	11.6	39	18
1968-05-26	0	11.5	40.5	19
1968-05-27	0	12.2	39.5	19.5
1968-05-28	0	12.1	38.5	19.5
1968-05-29	0	11.9	38.5	21.5
1968-05-30	0	12.3	37.7	21
1968-05-31	0	11	37.5	20
1968-06-01	0	11	37.2	20
1968-06-02	0	11.6	37	22.3
1968-06-03	0	11.8	36.2	20.5
1968-06-04	0	10.9	36.5	23
1968-06-05	0	9.3	36	23.5
1968-06-06	0	8.9	35	23
1968-06-07	0	8.6	32	23
1968-06-08	0	8.1	32.5	20.9
1968-06-09	0	9.3	32.6	20.6
1968-06-10	0	9.9	33	18
1968-06-11	0	10.3	36.5	20
1968-06-12	0	10.8	37	21
1968-06-13	0	10	37.2	22
1968-06-14	0	11.5	37.5	23
1968-06-15	0	11.9	38	22.5
1968-06-16	0	12.3	41.3	24.2
1968-06-17	0	12.6	42	24
1968-06-18	0	11.8	39.5	24
1968-06-19	0	12.1	39	25
1968-06-20	0	11.4	38	25
1968-06-21	0	10.9	38	24.5
1968-06-22	0	11.7	38	25
1968-06-23	0	10.6	36.5	26
1968-06-24	0	10.4	36.5	25
1968-06-25	0	9.5	36	23.1
1968-06-26	0	11.6	37.3	24
1968-06-27	0	11.5	37.5	22.5
1968-06-28	0	11.5	39	25
1968-06-29	0	11.1	38	25
1968-06-30	0	10.1	37	25
1968-07-01	0	11.3	38	25.5
1968-07-02	6.2	10.5	38	25
1968-07-03	10	7.6	36.5	22
1968-07-04	6	8.6	36	24
1968-07-05	0	7	37	21
1968-07-06	0	12	37	22.5
1968-07-07	3.2	10.2	38.2	25.5
1968-07-08	0	9.1	35	23.3
1968-07-09	2.7	8	37	24.5
1968-07-10	0	5.5	34	24
1968-07-11	4	9	36.8	25
1968-07-12	69	12	34.5	23
1968-07-13	0	6.4	36	21
1968-07-14	0	8.5	36.3	24
1968-07-15	2	7.8	35	25.2
1968-07-16	7.5	4.3	32	24.5
1968-07-17	5.2	5.1	35.2	23.5
1968-07-18	0	7.5	35	23.5
1968-07-19	0	6.2	37	23.2
1968-07-20	0.3	6.7	35	25.5
1968-07-21	0	8.3	38.2	24.5
1968-07-22	0.4	4.5	31	21.1
1968-07-23	0	8.3	36.2	25
1968-07-24	0	8.5	39	25
1968-07-25	57	10.2	35.2	24.8
1968-07-26	0	4.4	31.2	22.2
1968-07-27	0	5.3	34	23
1968-07-28	0	7.2	37.9	24
1968-07-29	5.2	8.5	39.8	24.5
1968-07-30	16.2	6.3	35.2	24
1968-07-31	13.8	2.5	33	22
1968-08-01	12	5.2	32.7	23
1968-08-02	3	6.3	34	22
1968-08-03	26	9.1	33	22
1968-08-04	0	7.4	34.3	21.5
1968-08-05	0	6.1	36	23
1968-08-06	9.2	4.2	34	24.5
1968-08-07	9.8	7	36.5	24.5
1968-08-08	0	5.8	35.1	21
1968-08-09	0	8.8	36	23
1968-08-10	0	9.3	37.5	23.5
1968-08-11	0	10.4	39	22
1968-08-12	0	8	39	24
1968-08-13	0	8	39.1	24.8
1968-08-14	0	10.1	40.8	25
1968-08-15	0	10	40	24.5
1968-08-16	0	8.8	40	25
1968-08-17	0.5	5.1	34.3	21
1968-08-18	19	7.2	34	22.9
1968-08-19	30	1.3	34	23.2
1968-08-20	0	5.9	36.1	21.5
1968-08-21	8.7	8.1	36.8	22
1968-08-22	0	8.4	36	23.2
1968-08-23	0.3	4.5	35	25.5
1968-08-24	0	6.5	34.2	24
1968-08-25	0.3	6.9	36.8	24.5
1968-08-26	4	6.7	37	23.5
1968-08-27	14	8.6	35	23
1968-08-28	3.7	5.7	37	23.5
1968-08-29	0	5.4	35	24.2
1968-08-30	20	6.1	31.6	25
1968-08-31	0	5.9	32.7	22
1968-09-01	0	5.9	31.5	23
1968-09-02	0	5.5	32.5	23
1968-09-03	0	6.7	35.1	23.5
1968-09-04	0	6.8	36.7	23.5
1968-09-05	10	7.1	37	24
1968-09-06	0	5.3	32	21
1968-09-07	0	6.9	36	23.7
1968-09-08	0	6.8	37.5	24.8
1968-09-09	0	9	39	24.2
1968-09-10	0	8.7	39.2	23
1968-09-11	0	7.5	34.5	24
1968-09-12	0	8.5	37	24
1968-09-13	21.5	4.9	33	26.2
1968-09-14	4.2	3.7	31.5	22
1968-09-15	0	4	31.5	22.1
1968-09-16	0	6.1	34	21
1968-09-17	0	6.1	38	23
1968-09-18	0	6	37	23
1968-09-19	0	6.5	37	23.2
1968-09-20	0	7.4	36	22
1968-09-21	0	7.1	37	24
1968-09-22	0	6.9	37.3	24
1968-09-23	0	6.7	39	23
1968-09-24	0	8.6	40	22.5
1968-09-25	0	8.5	40	23
1968-09-26	0	8.1	41	23
1968-09-27	1	6.8	37	21.2
1968-09-28	0	7.1	36.5	21
1968-09-29	0	7.2	37.5	21.5
1968-09-30	0	9.5	38.5	23
1968-10-01	0	8.1	38.5	23
1968-10-02	37.3	8.1	37.8	23.5
1968-10-03	0	6.3	33	23.1
1968-10-04	0	7.7	35	22
1968-10-05	0	6	32.2	20
1968-10-06	0	6.3	32	19.5
1968-10-07	0	7	33	19
1968-10-08	0	5.9	32.5	20
1968-10-09	0	5.9	34	20.5
1968-10-10	0	5.2	31	21
1968-10-11	0	5	35.5	22
1968-10-12	0	7.7	36	22
1968-10-13	0	7.1	37	22
1968-10-14	0	7.6	36.5	23
1968-10-15	0	8.3	35.8	21
1968-10-16	0	8.1	34	20
1968-10-17	0	6.4	35	17
1968-10-18	0	5	33.2	20
1968-10-19	0	6.2	33	19
1968-10-20	0	6.6	25	19
1968-10-21	0	7	36.5	17.5
1968-10-22	0	7.9	35	18
1968-10-23	0	8.1	37	18
1968-10-24	0	7.7	36	18
1968-10-25	0	6.2	38.5	20
1968-10-26	0	6.4	36	17.5
1968-10-27	0	7.3	38	17
1968-10-28	0	7.5	38.5	19.5
1968-10-29	0	8.6	37	19.5
1968-10-30	0	6.2	35	20
1968-10-31	0	6.3	34.5	19.5
1968-11-01	0	6.9	34	19
1968-11-02	0	6.7	32.5	17.5
1968-11-03	0	5.4	33	16
1968-11-04	0	7.4	31	17
1968-11-05	0	5.6	31	17
1968-11-06	0	6.3	32	17
1968-11-07	0	5.1	32	16.5
1968-11-08	0	5.8	30.5	12
1968-11-09	0	6.4	31	13
1968-11-10	0	6	31.2	10.5
1968-11-11	0	6.3	33	10
1968-11-12	0	6.1	31.2	16
1968-11-13	14.4	5.7	27	17.1
1968-11-14	7.8	1	20.2	17.5
1968-11-15	0	3.7	23.8	12
1968-11-16	0	3.2	20	12
1968-11-17	0	3.6	27	11
1968-11-18	0	4	29.8	14
1968-11-19	0	5.6	30	16
1968-11-20	0	5.3	31	15
1968-11-21	0	3.7	29	17
1968-11-22	0	5.1	28	16
1968-11-23	0	6.1	32	15
1968-11-24	0	6.6	32.8	15
1968-11-25	7.5	0.8	27	17
1968-11-26	0	6	21	15.2
1968-11-27	0	5	21	10
1968-11-28	0	3.1	24	7.5
1968-11-29	0.3	4.3	20	10.5
1968-11-30	0	3.6	24	10
1968-12-01	0	3.2	24.8	10
1968-12-02	0	5	26.8	10
1968-12-03	0	5.6	27.8	11.8
1968-12-04	0	4.3	29	12
1968-12-05	0	5	28	8
1968-12-06	0	6.3	28.5	12
1968-12-07	0	5	30	13
1968-12-08	0	5.9	30.5	12
1968-12-09	0	4.1	29	13.7
1968-12-10	0	4.8	31	16
1968-12-11	0	4.9	30	14.5
1968-12-12	0	5.1	27	14.5
1968-12-13	0	4.9	28	13.5
1968-12-14	0	4.8	29.5	14
1968-12-15	0	4.5	30	11
1968-12-16	0	3.2	25.5	14.2
1968-12-17	0	4.2	24.5	11.5
1968-12-18	0	4.9	25	11
1968-12-19	0	3.5	23	6
